Column,2023_value,2024_best_match,Similarity_Score
CCSR Diagnosis Description,"Adverse effects of drugs and medicaments, initial encounter","ADVERSE EFFECTS OF DRUGS AND MEDICAMENTS, INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,Endocrine system cancers - adrenocortical,ENDOCRINE SYSTEM CANCERS - ADRENOCORTICAL,100.0
CCSR Diagnosis Description,"Poisoning by drugs, subsequent encounter","POISONING BY DRUGS, SUBSEQUENT ENCOUNTER",100.0
CCSR Diagnosis Description,"Open wounds of trunk, subsequent encounter","OPEN WOUNDS OF TRUNK, SUBSEQUENT ENCOUNTER",100.0
CCSR Diagnosis Description,"Amputation of other body parts, initial encounter","AMPUTATION OF OTHER BODY PARTS, INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,Female infertility,FEMALE INFERTILITY,100.0
CCSR Diagnosis Description,Medical examination/evaluation,MEDICAL EXAMINATION/EVALUATION,100.0
CCSR Diagnosis Description,"Other unspecified injuries, subsequent encounter","OTHER UNSPECIFIED INJURIES, SUBSEQUENT ENCOUNTER",100.0
CCSR Diagnosis Description,"Crushing injury, subsequent encounter","CRUSHING INJURY, SUBSEQUENT ENCOUNTER",100.0
CCSR Diagnosis Description,"Toxic effects, subsequent encounter","TOXIC EFFECTS, SUBSEQUENT ENCOUNTER",100.0
CCSR Diagnosis Description,"Open wounds of head and neck, subsequent encounter","OPEN WOUNDS OF HEAD AND NECK, SUBSEQUENT ENCOUNTER",100.0
CCSR Diagnosis Description,Male reproductive system cancers - all other types,MALE REPRODUCTIVE SYSTEM CANCERS - ALL OTHER TYPES,100.0
CCSR Diagnosis Description,Mental and substance use disorders; sequela,MENTAL AND SUBSTANCE USE DISORDERS; SEQUELA,100.0
CCSR Diagnosis Description,Prediabetes,PREDIABETES,100.0
CCSR Diagnosis Description,Tobacco-related disorders,TOBACCO-RELATED DISORDERS,100.0
CCSR Diagnosis Description,"Poisoning/toxic effect/adverse effects/underdosing, sequela","POISONING/TOXIC EFFECT/ADVERSE EFFECTS/UNDERDOSING, SEQUELA",100.0
CCSR Diagnosis Description,Anesthesia complications during pregnancy,ANESTHESIA COMPLICATIONS DURING PREGNANCY,100.0
CCSR Diagnosis Description,"Allergic reactions, subsequent encounter","DISLOCATIONS, SUBSEQUENT ENCOUNTER",80.55555555555556
CCSR Diagnosis Description,Encounter for administrative purposes,ENCOUNTER FOR ADMINISTRATIVE PURPOSES,100.0
CCSR Diagnosis Description,"Injury to blood vessels, subsequent encounter","INJURY TO BLOOD VESSELS, SUBSEQUENT ENCOUNTER",100.0
CCSR Diagnosis Description,Antenatal screening,ANTENATAL SCREENING,100.0
CCSR Diagnosis Description,Other specified encounters and counseling,OTHER SPECIFIED CNS INFECTION AND POLIOMYELITIS,65.90909090909092
CCSR Diagnosis Description,Sequela of specified infectious disease conditions,SEQUELA OF SPECIFIED INFECTIOUS DISEASE CONDITIONS,100.0
CCSR Diagnosis Description,Suicide attempt/intentional self-harm; subsequent encounter,"AMPUTATION OF A LIMB, SUBSEQUENT ENCOUNTER",68.04123711340206
CCSR Procedure Code,ADM021,ADM021,100.0
CCSR Procedure Code,ADM019,ADM019,100.0
CCSR Procedure Code,ADM015,ADM015,100.0
CCSR Procedure Code,IMG009,IMG009,100.0
CCSR Procedure Code,PGN002,PGN002,100.0
CCSR Procedure Code,PGN003,PGN003,100.0
CCSR Procedure Code,SKB006,SKB006,100.0
CCSR Procedure Code,URN003,URN003,100.0
CCSR Procedure Code,IMG008,IMG008,100.0
CCSR Procedure Code,MRS001,MRS001,100.0
CCSR Procedure Code,CAR024,CAR024,100.0
CCSR Procedure Code,ESA004,ESA004,100.0
CCSR Procedure Code,ESA003,ESA003,100.0
CCSR Procedure Code,MST019,MST019,100.0
CCSR Procedure Code,OTR004,OTR004,100.0
CCSR Procedure Code,SUD004,SUD004,100.0
CCSR Procedure Code,ADM001,ADM001,100.0
CCSR Procedure Code,RES007,RES007,100.0
CCSR Procedure Code,MST001,MST001,100.0
CCSR Procedure Code,MAM006,MAM006,100.0
CCSR Procedure Code,ADM017,ADM017,100.0
CCSR Procedure Code,MAM011,MAM011,100.0
CCSR Procedure Code,GIS025,GIS025,100.0
CCSR Procedure Code,SKB002,SKB002,100.0
CCSR Procedure Code,URN006,URN006,100.0
CCSR Procedure Code,PGN001,PGN001,100.0
CCSR Procedure Code,MAM007,MAM007,100.0
CCSR Procedure Code,GIS017,GIS017,100.0
CCSR Procedure Code,GIS004,GIS004,100.0
CCSR Procedure Code,MAM005,MAM005,100.0
CCSR Procedure Code,ESA001,ESA001,100.0
CCSR Procedure Code,ADM016,ADM016,100.0
CCSR Procedure Code,IMG006,IMG006,100.0
CCSR Procedure Code,IMG005,IMG005,100.0
CCSR Procedure Code,HEP010,HEP010,100.0
CCSR Procedure Code,GIS026,GIS026,100.0
CCSR Procedure Code,CAR004,CAR004,100.0
CCSR Procedure Code,CAR023,CAR023,100.0
CCSR Procedure Code,MST003,MST003,100.0
CCSR Procedure Code,MHT001,MHT001,100.0
CCSR Procedure Code,GIS019,GIS019,100.0
CCSR Procedure Code,CAR002,CAR002,100.0
CCSR Procedure Code,ADM012,ADM012,100.0
CCSR Procedure Code,MST028,MST028,100.0
CCSR Procedure Code,MAM004,MAM004,100.0
CCSR Procedure Code,GNR003,GNR003,100.0
CCSR Procedure Code,GIS007,GIS007,100.0
CCSR Procedure Code,MAM010,MAM010,100.0
CCSR Procedure Code,ENT007,ENT007,100.0
CCSR Procedure Code,MST021,MST021,100.0
CCSR Procedure Code,CNS002,CNS002,100.0
CCSR Procedure Code,ENT004,ENT004,100.0
CCSR Procedure Code,ADM005,ADM005,100.0
CCSR Procedure Code,ADM010,ADM010,100.0
CCSR Procedure Code,URN002,URN002,100.0
CCSR Procedure Code,MST004,MST004,100.0
CCSR Procedure Code,ENP004,ENP004,100.0
CCSR Procedure Code,MST013,MST013,100.0
CCSR Procedure Code,EST002,EST002,100.0
CCSR Procedure Code,HEP006,HEP006,100.0
CCSR Procedure Code,MAM008,MAM008,100.0
CCSR Procedure Code,GIS006,GIS006,100.0
CCSR Procedure Code,GIS008,GIS008,100.0
CCSR Procedure Code,MST020,MST020,100.0
CCSR Procedure Code,SKB005,SKB005,100.0
CCSR Procedure Code,GIS022,GIS022,100.0
CCSR Procedure Code,ENT001,ENT001,100.0
CCSR Procedure Code,GIS020,GIS020,100.0
CCSR Procedure Code,URN011,URN011,100.0
CCSR Procedure Code,HEP008,HEP008,100.0
CCSR Procedure Code,RES001,RES001,100.0
CCSR Procedure Code,FRS006,FRS006,100.0
CCSR Procedure Code,HEP011,HEP011,100.0
CCSR Procedure Code,MST016,MST016,100.0
CCSR Procedure Code,FRS008,FRS008,100.0
CCSR Procedure Code,ADM006,ADM006,100.0
CCSR Procedure Code,MST023,MST023,100.0
CCSR Procedure Code,FRS010,FRS010,100.0
CCSR Procedure Code,ADM007,ADM007,100.0
CCSR Procedure Code,LYM008,LYM008,100.0
CCSR Procedure Code,MST010,MST010,100.0
CCSR Procedure Code,ADM014,ADM014,100.0
CCSR Procedure Code,IMG007,IMG007,100.0
CCSR Procedure Code,GIS009,GIS009,100.0
CCSR Procedure Code,URN004,URN004,100.0
CCSR Procedure Code,HEP001,HEP001,100.0
CCSR Procedure Code,RES010,RES010,100.0
CCSR Procedure Code,RES005,RES005,100.0
CCSR Procedure Code,CAR008,CAR008,100.0
CCSR Procedure Code,RES002,RES002,100.0
CCSR Procedure Code,ENT015,ENT015,100.0
CCSR Procedure Code,HEP007,HEP007,100.0
CCSR Procedure Code,URN005,URN005,100.0
CCSR Procedure Code,IMG001,IMG001,100.0
CCSR Procedure Code,SKB007,SKB007,100.0
CCSR Procedure Code,ENP005,ENP005,100.0
CCSR Procedure Code,URN012,URN012,100.0
CCSR Procedure Code,CAR021,CAR021,100.0
CCSR Procedure Code,GNR006,GNR006,100.0
CCSR Procedure Code,CAR022,CAR022,100.0
CCSR Procedure Code,PGN004,PGN004,100.0
CCSR Procedure Code,GNR004,GNR004,100.0
CCSR Procedure Code,IMG004,IMG004,100.0
CCSR Procedure Code,RHB002,RHB002,100.0
CCSR Procedure Code,ESA002,ESA002,100.0
CCSR Procedure Code,HEP009,HEP009,100.0
CCSR Procedure Code,PGN006,PGN006,100.0
CCSR Procedure Code,HEP013,HEP013,100.0
CCSR Procedure Code,MST012,MST012,100.0
CCSR Procedure Code,GNR002,GNR002,100.0
CCSR Procedure Code,CNS010,CNS010,100.0
CCSR Procedure Code,MST006,MST006,100.0
CCSR Procedure Code,MST030,MST030,100.0
CCSR Procedure Code,HEP004,HEP004,100.0
CCSR Procedure Code,ESA006,ESA006,100.0
CCSR Procedure Code,GIS001,GIS001,100.0
CCSR Procedure Code,RES014,RES014,100.0
CCSR Procedure Code,LYM007,LYM007,100.0
CCSR Procedure Code,RES003,RES003,100.0
CCSR Procedure Code,FRS001,FRS001,100.0
CCSR Procedure Code,RES011,RES011,100.0
CCSR Procedure Code,MST005,MST005,100.0
CCSR Procedure Code,GNR008,GNR008,100.0
CCSR Procedure Code,ADM018,ADM018,100.0
CCSR Procedure Code,CAR027,CAR027,100.0
CCSR Procedure Code,CAR016,CAR016,100.0
CCSR Procedure Code,FRS015,FRS015,100.0
CCSR Procedure Code,MAM001,MAM001,100.0
CCSR Procedure Code,SUD001,SUD001,100.0
CCSR Procedure Code,ADM003,ADM003,100.0
CCSR Procedure Code,NCM002,NCM002,100.0
CCSR Procedure Code,MHT002,MHT002,100.0
CCSR Procedure Code,MHT003,MHT003,100.0
CCSR Procedure Code,MRS007,MRS007,100.0
CCSR Procedure Code,ENT008,ENT008,100.0
CCSR Procedure Code,GIS002,GIS002,100.0
CCSR Procedure Code,ADM008,ADM008,100.0
CCSR Procedure Code,CAR007,CAR007,100.0
CCSR Procedure Code,MRS004,MRS004,100.0
CCSR Procedure Code,CNS004,CNS004,100.0
CCSR Procedure Code,MST009,MST009,100.0
CCSR Procedure Code,MST007,MST007,100.0
CCSR Procedure Code,HEP003,HEP003,100.0
CCSR Procedure Code,GIS016,GIS016,100.0
CCSR Procedure Code,GIS010,GIS010,100.0
CCSR Procedure Code,CAR025,CAR025,100.0
CCSR Procedure Code,CAR010,CAR010,100.0
CCSR Procedure Code,PLC001,PLC001,100.0
CCSR Procedure Code,GIS011,GIS011,100.0
CCSR Procedure Code,MST008,MST008,100.0
CCSR Procedure Code,MST015,MST015,100.0
CCSR Procedure Code,MST018,MST018,100.0
CCSR Procedure Code,GIS003,GIS003,100.0
CCSR Procedure Code,CAR026,CAR026,100.0
CCSR Procedure Code,CAR028,CAR028,100.0
CCSR Procedure Code,MST025,MST025,100.0
CCSR Procedure Code,ENT010,ENT010,100.0
CCSR Procedure Code,MST029,MST029,100.0
CCSR Procedure Code,CAR006,CAR006,100.0
CCSR Procedure Code,RES012,RES012,100.0
CCSR Procedure Code,URN008,URN008,100.0
CCSR Procedure Code,PLC002,PLC002,100.0
CCSR Procedure Code,GIS018,GIS018,100.0
CCSR Procedure Code,ESA009,ESA009,100.0
CCSR Procedure Code,MST011,MST011,100.0
CCSR Procedure Code,CAR011,CAR011,100.0
CCSR Procedure Code,GIS021,GIS021,100.0
CCSR Procedure Code,CAR029,CAR029,100.0
CCSR Procedure Code,MRS003,MRS003,100.0
CCSR Procedure Code,MST002,MST002,100.0
CCSR Procedure Code,GIS027,GIS027,100.0
CCSR Procedure Code,MAM015,MAM015,100.0
CCSR Procedure Code,CAR018,CAR018,100.0
CCSR Procedure Code,LYM003,LYM003,100.0
CCSR Procedure Code,PNS001,PNS001,100.0
CCSR Procedure Code,LYM002,LYM002,100.0
CCSR Procedure Code,CAR015,CAR015,100.0
CCSR Procedure Code,FRS002,FRS002,100.0
CCSR Procedure Code,PGN009,PGN009,100.0
CCSR Procedure Code,HEP005,HEP005,100.0
CCSR Procedure Code,ADM011,ADM011,100.0
CCSR Procedure Code,CNS007,CNS007,100.0
CCSR Procedure Code,CAR003,CAR003,100.0
CCSR Procedure Code,FRS007,FRS007,100.0
CCSR Procedure Code,MRS002,MRS002,100.0
CCSR Procedure Code,ADM002,ADM002,100.0
CCSR Procedure Code,ESA005,ESA005,100.0
CCSR Procedure Code,GIS005,GIS005,100.0
CCSR Procedure Code,ADM013,ADM013,100.0
CCSR Procedure Code,CNS006,CNS006,100.0
CCSR Procedure Code,SKB001,SKB001,100.0
CCSR Procedure Code,SKB010,SKB010,100.0
CCSR Procedure Code,PGN008,PGN008,100.0
CCSR Procedure Code,ENT003,ENT003,100.0
CCSR Procedure Code,CNS008,CNS008,100.0
CCSR Procedure Code,IMG002,IMG002,100.0
CCSR Procedure Code,CNS012,CNS012,100.0
CCSR Procedure Code,CAR001,CAR001,100.0
CCSR Procedure Code,MAM009,MAM009,100.0
CCSR Procedure Code,SUD002,SUD002,100.0
CCSR Procedure Code,GIS029,GIS029,100.0
CCSR Procedure Code,NCM001,NCM001,100.0
CCSR Procedure Code,URN009,URN009,100.0
CCSR Procedure Code,ENT013,ENT013,100.0
CCSR Procedure Code,MST022,MST022,100.0
CCSR Procedure Code,RHB001,RHB001,100.0
CCSR Procedure Code,GIS024,GIS024,100.0
CCSR Procedure Code,MHT005,MHT005,100.0
CCSR Procedure Code,MST024,MST024,100.0
CCSR Procedure Code,CAR017,CAR017,100.0
CCSR Procedure Code,SUD003,SUD003,100.0
CCSR Procedure Code,MST014,MST014,100.0
CCSR Procedure Code,CAR012,CAR012,100.0
CCSR Procedure Code,OTR001,OTR001,100.0
CCSR Procedure Code,PGN007,PGN007,100.0
CCSR Procedure Code,LYM001,LYM001,100.0
CCSR Procedure Code,RES004,RES004,100.0
CCSR Procedure Code,FRS009,FRS009,100.0
CCSR Procedure Code,URN007,URN007,100.0
CCSR Procedure Code,CNS009,CNS009,100.0
CCSR Procedure Code,RES008,RES008,100.0
CCSR Procedure Code,MAM003,MAM003,100.0
CCSR Procedure Code,EYP001,EYP001,100.0
CCSR Procedure Code,CAR009,CAR009,100.0
CCSR Procedure Code,GIS012,GIS012,100.0
CCSR Procedure Code,PNS004,PNS004,100.0
CCSR Procedure Code,CNS013,CNS013,100.0
CCSR Procedure Code,EST003,EST003,100.0
CCSR Procedure Code,HEP002,HEP002,100.0
CCSR Procedure Code,ENT012,ENT012,100.0
CCSR Procedure Code,SKB003,SKB003,100.0
CCSR Procedure Code,CAR014,CAR014,100.0
CCSR Procedure Code,CNS001,CNS001,100.0
CCSR Procedure Code,MAM013,MAM013,100.0
CCSR Procedure Code,CAR013,CAR013,100.0
CCSR Procedure Code,URN001,URN001,100.0
CCSR Procedure Code,SKB004,SKB004,100.0
CCSR Procedure Code,URN010,URN010,100.0
CCSR Procedure Code,CNS014,CNS014,100.0
CCSR Procedure Code,ENP002,ENP002,100.0
CCSR Procedure Code,GNR001,GNR001,100.0
CCSR Procedure Code,SKB008,SKB008,100.0
CCSR Procedure Code,ENT002,ENT002,100.0
CCSR Procedure Code,GNR007,GNR007,100.0
CCSR Procedure Code,EST001,EST001,100.0
CCSR Procedure Code,RES009,RES009,100.0
CCSR Procedure Code,MST017,MST017,100.0
CCSR Procedure Code,RES006,RES006,100.0
CCSR Procedure Code,ADM004,ADM004,100.0
CCSR Procedure Code,GIS013,GIS013,100.0
CCSR Procedure Code,ADM022,ADM022,100.0
CCSR Procedure Code,ENT006,ENT006,100.0
CCSR Procedure Code,FRS011,FRS011,100.0
CCSR Procedure Code,CAR005,CAR005,100.0
CCSR Procedure Code,ENT014,ENT014,100.0
CCSR Procedure Code,CNS003,CNS003,100.0
CCSR Procedure Code,ENT005,ENT005,100.0
CCSR Procedure Code,RAD001,RAD001,100.0
CCSR Procedure Code,GNR005,GNR005,100.0
CCSR Procedure Code,SKB009,SKB009,100.0
CCSR Procedure Code,ESA007,ESA007,100.0
CCSR Procedure Code,CNS011,CNS011,100.0
CCSR Procedure Code,ENT017,ENT017,100.0
CCSR Procedure Code,PNS003,PNS003,100.0
CCSR Procedure Code,ADM020,ADM020,100.0
CCSR Procedure Code,CAR020,CAR020,100.0
CCSR Procedure Code,IMG003,IMG003,100.0
CCSR Procedure Code,FRS005,FRS005,100.0
CCSR Procedure Code,CAR019,CAR019,100.0
CCSR Procedure Code,CNS005,CNS005,100.0
CCSR Procedure Code,GIS014,GIS014,100.0
CCSR Procedure Code,GIS028,GIS028,100.0
CCSR Procedure Code,GIS015,GIS015,100.0
CCSR Procedure Code,LYM004,LYM004,100.0
CCSR Procedure Code,ENP003,ENP003,100.0
CCSR Procedure Code,MAM012,MAM012,100.0
CCSR Procedure Code,EST004,EST004,100.0
CCSR Procedure Code,ENT011,ENT011,100.0
CCSR Procedure Code,RAD004,RAD004,100.0
CCSR Procedure Code,PNS002,PNS002,100.0
CCSR Procedure Code,ENP001,ENP001,100.0
CCSR Procedure Code,ESA008,ESA008,100.0
CCSR Procedure Code,ENT009,ENT009,100.0
CCSR Procedure Code,PGN005,PGN005,100.0
CCSR Procedure Code,NCM004,NCM004,100.0
CCSR Procedure Code,RHB003,RHB003,100.0
CCSR Procedure Code,NCM003,NCM003,100.0
CCSR Procedure Code,FRS003,FRS003,100.0
CCSR Procedure Code,MHT004,MHT004,100.0
CCSR Procedure Code,RAD002,RAD002,100.0
CCSR Procedure Code,FRS012,FRS012,100.0
CCSR Procedure Code,PNS005,PNS005,100.0
CCSR Procedure Code,LYM005,LYM005,100.0
CCSR Procedure Code,ADM009,ADM009,100.0
CCSR Procedure Code,EYP002,EYP002,100.0
CCSR Procedure Code,MST026,MST026,100.0
CCSR Procedure Code,OTR002,OTR002,100.0
CCSR Procedure Code,LYM011,LYM011,100.0
CCSR Procedure Code,RES013,RES013,100.0
CCSR Procedure Code,FRS013,FRS013,100.0
CCSR Procedure Code,GNR009,GNR009,100.0
CCSR Procedure Code,ESA011,ESA011,100.0
CCSR Procedure Code,LYM006,LYM006,100.0
CCSR Procedure Code,MRS005,MRS005,100.0
CCSR Procedure Code,FRS004,FRS004,100.0
CCSR Procedure Code,RHB004,RHB004,100.0
CCSR Procedure Code,PNS006,PNS006,100.0
CCSR Procedure Code,GNR010,GNR010,100.0
CCSR Procedure Code,ESA010,ESA010,100.0
CCSR Procedure Code,MAM014,MAM014,100.0
CCSR Procedure Code,MAM002,MAM002,100.0
CCSR Procedure Code,ENP006,ENP006,100.0
CCSR Procedure Code,RAD003,RAD003,100.0
CCSR Procedure Code,HEP012,HEP012,100.0
CCSR Procedure Code,EST005,EST005,100.0
CCSR Procedure Code,IMG010,IMG010,100.0
CCSR Procedure Code,OST001,OST001,100.0
CCSR Procedure Code,OTR005,OTR005,100.0
CCSR Procedure Code,GIS023,GIS023,100.0
CCSR Procedure Code,ENT016,ENT014,83.33333333333334
CCSR Procedure Description,"ADMINISTRATION OF THERAPEUTIC SUBSTANCES, NEC","ADMINISTRATION OF THERAPEUTIC SUBSTANCES, NEC",100.0
CCSR Procedure Description,POTENTIAL COVID-19 THERAPIES,POTENTIAL COVID-19 THERAPIES,100.0
CCSR Procedure Description,ADMINISTRATION OF ANTIBIOTICS,ADMINISTRATION OF ANTIBIOTICS,100.0
CCSR Procedure Description,PLAIN RADIOGRAPHY,PLAIN RADIOGRAPHY,100.0
CCSR Procedure Description,SPONTANEOUS VAGINAL DELIVERY,SPONTANEOUS VAGINAL DELIVERY,100.0
CCSR Procedure Description,CESAREAN SECTION,CESAREAN SECTION,100.0
CCSR Procedure Description,SKIN LACERATION REPAIR (EXCLUDING PERINEUM),SKIN LACERATION REPAIR (EXCLUDING PERINEUM),100.0
CCSR Procedure Description,URETER AND OTHER URINARY TRACT DILATION,URETER AND OTHER URINARY TRACT DILATION,100.0
CCSR Procedure Description,ULTRASONOGRAPHY,ULTRASONOGRAPHY,100.0
CCSR Procedure Description,CIRCUMCISION,CIRCUMCISION,100.0
CCSR Procedure Description,VENOUS AND ARTERIAL CATHETER PLACEMENT,VENOUS AND ARTERIAL CATHETER PLACEMENT,100.0
CCSR Procedure Description,NON-INVASIVE VENTILATION,NON-INVASIVE VENTILATION,100.0
CCSR Procedure Description,MECHANICAL VENTILATION,MECHANICAL VENTILATION,100.0
CCSR Procedure Description,"MUSCLE, TENDON, BURSA, AND LIGAMENT EXCISION","MUSCLE, TENDON, BURSA, AND LIGAMENT EXCISION",100.0
CCSR Procedure Description,ISOLATION PROCEDURES,ISOLATION PROCEDURES,100.0
CCSR Procedure Description,COUNSELING FOR SUBSTANCE USE,COUNSELING FOR SUBSTANCE USE,100.0
CCSR Procedure Description,TRANSFUSION OF BLOOD AND BLOOD PRODUCTS,TRANSFUSION OF BLOOD AND BLOOD PRODUCTS,100.0
CCSR Procedure Description,AIRWAY INTUBATION,AIRWAY INTUBATION,100.0
CCSR Procedure Description,ARTHROCENTESIS,ARTHROCENTESIS,100.0
CCSR Procedure Description,PACEMAKER AND DEFIBRILLATOR INTERROGATION,PACEMAKER AND DEFIBRILLATOR INTERROGATION,100.0
CCSR Procedure Description,ADMINISTRATION OF NUTRITIONAL AND ELECTROLYTIC SUBSTANCES,ADMINISTRATION OF NUTRITIONAL AND ELECTROLYTIC SUBSTANCES,100.0
CCSR Procedure Description,ELECTROENCEPHALOGRAM (EEG),ELECTROENCEPHALOGRAM (EEG),100.0
CCSR Procedure Description,OTHER GI SYSTEM DEVICE PROCEDURES,OTHER GI SYSTEM DEVICE PROCEDURES,100.0
CCSR Procedure Description,INCISION AND DRAINAGE OF SKIN,INCISION AND DRAINAGE OF SKIN,100.0
CCSR Procedure Description,BLADDER CATHETERIZATION AND DRAINAGE,BLADDER CATHETERIZATION AND DRAINAGE,100.0
CCSR Procedure Description,FETAL HEART RATE MONITORING,FETAL HEART RATE MONITORING,100.0
CCSR Procedure Description,ELECTROCARDIOGRAM (ECG),ELECTROCARDIOGRAM (ECG),100.0
CCSR Procedure Description,GASTROSTOMY,GASTROSTOMY,100.0
CCSR Procedure Description,GI SYSTEM ENDOSCOPY WITHOUT BIOPSY (DIAGNOSTIC),GI SYSTEM ENDOSCOPY WITHOUT BIOPSY (DIAGNOSTIC),100.0
CCSR Procedure Description,MEASUREMENT DURING CARDIAC CATHETERIZATION,MEASUREMENT DURING CARDIAC CATHETERIZATION,100.0
CCSR Procedure Description,HEMODIALYSIS,HEMODIALYSIS,100.0
CCSR Procedure Description,ADMINISTRATION OF ANTI-INFLAMMATORY AGENTS,ADMINISTRATION OF ANTI-INFLAMMATORY AGENTS,100.0
CCSR Procedure Description,COMPUTERIZED TOMOGRAPHY (CT) WITH CONTRAST,COMPUTERIZED TOMOGRAPHY (CT) WITH CONTRAST,100.0
CCSR Procedure Description,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),100.0
CCSR Procedure Description,HEPATOBILIARY AND PANCREATIC DRAINAGE,HEPATOBILIARY AND PANCREATIC DRAINAGE,100.0
CCSR Procedure Description,"UPPER GI THERAPEUTIC PROCEDURES, NEC (OPEN AND LAPAROSCOPIC)","UPPER GI THERAPEUTIC PROCEDURES, NEC (OPEN AND LAPAROSCOPIC)",100.0
CCSR Procedure Description,PERCUTANEOUS CORONARY INTERVENTIONS (PCI),PERCUTANEOUS CORONARY INTERVENTIONS (PCI),100.0
CCSR Procedure Description,HEART VALVE REPLACEMENT AND OTHER VALVE PROCEDURES (ENDOVASCULAR),HEART VALVE REPLACEMENT AND OTHER VALVE PROCEDURES (ENDOVASCULAR),100.0
CCSR Procedure Description,"SUBCUTANEOUS TISSUE, FASCIA, AND MUSCLE BIOPSY","SUBCUTANEOUS TISSUE, FASCIA, AND MUSCLE BIOPSY",100.0
CCSR Procedure Description,PHARMACOTHERAPY FOR MENTAL HEALTH (EXCLUDING SUBSTANCE USE),PHARMACOTHERAPY FOR MENTAL HEALTH (EXCLUDING SUBSTANCE USE),100.0
CCSR Procedure Description,GASTRO-JEJUNAL BYPASS (INCLUDING BARIATRIC),GASTRO-JEJUNAL BYPASS (INCLUDING BARIATRIC),100.0
CCSR Procedure Description,HEART CONDUCTION MECHANISM PROCEDURES,HEART CONDUCTION MECHANISM PROCEDURES,100.0
CCSR Procedure Description,CHEMOTHERAPY,CHEMOTHERAPY,100.0
CCSR Procedure Description,"SUBCUTANEOUS TISSUE AND FASCIA PROCEDURES, NEC","SUBCUTANEOUS TISSUE AND FASCIA PROCEDURES, NEC",100.0
CCSR Procedure Description,CARDIAC STRESS TESTS,CARDIAC STRESS TESTS,100.0
CCSR Procedure Description,INGUINAL AND FEMORAL HERNIA REPAIR,INGUINAL AND FEMORAL HERNIA REPAIR,100.0
CCSR Procedure Description,GI SYSTEM DRAINAGE (EXCLUDING PARACENTESIS),GI SYSTEM DRAINAGE (EXCLUDING PARACENTESIS),100.0
CCSR Procedure Description,OTHER CARDIOVASCULAR SYSTEM MEASUREMENT AND MONITORING,OTHER CARDIOVASCULAR SYSTEM MEASUREMENT AND MONITORING,100.0
CCSR Procedure Description,TONSILECTOMY AND ADENOIDECTOMY,TONSILECTOMY AND ADENOIDECTOMY,100.0
CCSR Procedure Description,PERINEAL MUSCLE LACERATION REPAIR (2ND DEGREE OBSTETRICAL AND OTHER),PERINEAL MUSCLE LACERATION REPAIR (2ND DEGREE OBSTETRICAL AND OTHER),100.0
CCSR Procedure Description,LUMBAR PUNCTURE,LUMBAR PUNCTURE,100.0
CCSR Procedure Description,DIAGNOSTIC AUDIOLOGY,DIAGNOSTIC AUDIOLOGY,100.0
CCSR Procedure Description,ADMINISTRATION OF THROMBOLYTICS AND PLATELET INHIBITORS,ADMINISTRATION OF THROMBOLYTICS AND PLATELET INHIBITORS,100.0
CCSR Procedure Description,VACCINATIONS,VACCINATIONS,100.0
CCSR Procedure Description,KIDNEY AND OTHER URINARY TRACT BIOPSY (NON-ENDOSCOPIC),KIDNEY AND OTHER URINARY TRACT BIOPSY (NON-ENDOSCOPIC),100.0
CCSR Procedure Description,INCISION AND DRAINAGE OF MUSCULOSKELETAL TISSUE AND JOINTS,INCISION AND DRAINAGE OF MUSCULOSKELETAL TISSUE AND JOINTS,100.0
CCSR Procedure Description,ADRENALECTOMY,ADRENALECTOMY,100.0
CCSR Procedure Description,SPINE FUSION,SPINE FUSION,100.0
CCSR Procedure Description,PHOTOTHERAPY,PHOTOTHERAPY,100.0
CCSR Procedure Description,CHOLECYSTECTOMY,CHOLECYSTECTOMY,100.0
CCSR Procedure Description,CARDIAC MONITORING,CARDIAC MONITORING,100.0
CCSR Procedure Description,PARACENTESIS,PARACENTESIS,100.0
CCSR Procedure Description,APPENDECTOMY,APPENDECTOMY,100.0
CCSR Procedure Description,SUBCUTANEOUS TISSUE AND FASCIA EXCISION,SUBCUTANEOUS TISSUE AND FASCIA EXCISION,100.0
CCSR Procedure Description,PERINEAL SKIN REPAIR (1ST DEGREE OBSTETRICAL AND OTHER),PERINEAL SKIN REPAIR (1ST DEGREE OBSTETRICAL AND OTHER),100.0
CCSR Procedure Description,GI SYSTEM LYSIS OF ADHESIONS,GI SYSTEM LYSIS OF ADHESIONS,100.0
CCSR Procedure Description,LARYNGOSCOPY (DIAGNOSTIC),LARYNGOSCOPY (DIAGNOSTIC),100.0
CCSR Procedure Description,ANORECTAL REPAIR (3RD AND 4TH DEGREE OBSTETRICAL REPAIRS AND OTHER),ANORECTAL REPAIR (3RD AND 4TH DEGREE OBSTETRICAL REPAIRS AND OTHER),100.0
CCSR Procedure Description,KIDNEY TRANSPLANT,KIDNEY TRANSPLANT,100.0
CCSR Procedure Description,COMMON BILE DUCT SPHINCTEROTOMY AND STENTING,COMMON BILE DUCT SPHINCTEROTOMY AND STENTING,100.0
CCSR Procedure Description,BRONCHOSCOPY (DIAGNOSTIC),BRONCHOSCOPY (DIAGNOSTIC),100.0
CCSR Procedure Description,VULVAR LACERATION REPAIR,VULVAR LACERATION REPAIR,100.0
